final_price,bathrooms,sqft,parking,type,lat,long,city_district,bedrooms_ag,bedrooms_bg
625000,1,650,1,Condo Apt,43.7640292,-79.4070417,Willowdale East,1,1
391500,2,1100,1,Condo Apt,43.6924683,-79.4683701,Beechborough-Greenbrook,2,0
1870000,6,,5,Plex,43.6526616,-79.4772217,Runnymede-Bloor West Village,5,2
1953500,3,1900,2,Condo Apt,43.7379893,-79.4059423,Bedford Park-Nortown,2,1
615000,1,550,0,Condo Apt,43.6472259,-79.3911003,Waterfront Communities-The Island,1,0
670000,1,650,0,Condo Apt,43.6455046,-79.3924571,Waterfront Communities-The Island,1,0
480000,1,550,0,Condo Apt,43.6371296,-79.400621,Niagara,1,1
775000,2,950,1,Condo Apt,43.6679021,-79.3756819,North St. James Town,2,0
1600000,4,,1,Detached,43.674199,-79.3056888,The Beaches,3,0
525000,2,1300,1,Condo Apt,43.6851429,-79.5159483,Humber Heights-Westmount,2,0
1000000,2,1100,1,Condo Apt,43.7182433,-79.3764196,Bridle Path-Sunnybrook-York Mills,2,1
1420000,4,,1,Detached,43.6843043,-79.3324015,Danforth,3,0
495000,2,1300,2,Condo Apt,43.7235629,-79.2525218,Kennedy Park,2,1
659500,2,850,1,Condo Apt,43.7743252,-79.3460908,Henry Farm,2,0
455000,1,550,1,Condo Apt,43.6243053,-79.488423,Mimico (includes Humber Bay Shores),1,0
740000,1,650,0,Condo Apt,43.6418503,-79.3822455,Waterfront Communities-The Island,2,0
600000,2,1300,2,Condo Apt,43.7857806,-79.2938166,Tam O'Shanter-Sullivan,2,1
3500000,8,,10,Detached,43.757214,-79.3861606,St.Andrew-Windfields,5,2
552000,1,650,0,Condo Apt,43.6440587,-79.4033104,Niagara,2,0
1600000,3,,2,Detached,43.706849,-79.4112412,Lawrence Park South,3,2
770000,2,,4,Detached,43.7222417,-79.5838218,West Humber-Clairville,3,2
425000,2,1100,1,Condo Apt,43.6872013,-79.504757,Mount Dennis,2,1
671500,4,,5,Detached,43.8131937,-79.2314799,Malvern,3,1
1915000,4,2250,2,Detached,43.6762916,-79.4354344,Corso Italia-Davenport,4,0
750000,4,,1,Semi-Detached,43.7752987,-79.1372074,Centennial Scarborough,3,1
830000,2,,3,Semi-Detached,43.6944169,-79.4597528,Briar Hill-Belgravia,3,0
845000,2,,4,Detached,43.7014429,-79.4853727,Brookhaven-Amesbury,3,1
1000000,2,,0,Semi-Detached,43.6748748,-79.3550929,North Riverdale,2,1
585000,2,750,1,Condo Apt,43.7627142,-79.3464237,Parkwoods-Donalda,2,0
1553411,3,,4,Detached,43.6551407,-79.5164095,Kingsway South,4,0
1065000,2,,0,Detached,43.6739199,-79.2864542,The Beaches,3,0
1215000,2,1300,2,Semi-Detached,43.7012522,-79.376631,Mount Pleasant East,3,0
575000,1,950,1,Condo Apt,43.7732096,-79.4154406,Willowdale West,1,1
414000,1,650,1,Condo Apt,43.787401,-79.4181228,Newtonbrook West,1,0
475000,1,550,1,Condo Apt,43.6439145,-79.5289266,Islington-City Centre West,1,0
732000,2,,2,Detached,43.7446316,-79.5732722,Thistletown-Beaumond Heights,3,1
540000,2,750,1,Condo Apt,43.6274471,-79.4783741,Mimico (includes Humber Bay Shores),1,1
530000,1,650,1,Condo Apt,43.7728318,-79.4129782,Willowdale East,1,1
851500,2,,5,Detached,43.7662237,-79.3135687,Wexford/Maryvale,3,1
470000,1,650,1,Condo Apt,43.6246597,-79.4881868,Mimico (includes Humber Bay Shores),1,0
1160000,2,,3,Detached,43.7913767,-79.424872,Newtonbrook West,4,1
480000,1,550,0,Condo Apt,43.6402772,-79.4241261,South Parkdale,2,0
385000,1,950,0,Condo Apt,43.6961831,-79.2929566,Taylor-Massey,2,0
790000,3,,2,Detached,43.7612112,-79.2332422,Woburn,3,1
585000,1,750,1,Condo Apt,43.7674386,-79.4106934,Willowdale East,1,1
560000,1,550,0,Condo Apt,43.6419664,-79.3817396,Waterfront Communities-The Island,1,1
489800,1,550,1,Condo Apt,43.760108,-79.4082248,Willowdale East,1,0
523000,1,650,1,Condo Apt,43.6970158,-79.3906374,Mount Pleasant West,1,0
1110000,2,,2,Semi-Detached,43.717857,-79.3667404,Leaside-Bennington,2,0
698800,3,1300,2,Condo Townhouse,43.777725,-79.4255966,Newtonbrook West,2,1
722500,1,900,1,Detached,43.6932858,-79.3136822,Woodbine-Lumsden,2,0
1500000,3,,1,Detached,43.7113354,-79.3835778,Mount Pleasant East,3,0
599900,2,1300,1,Condo Townhouse,43.7660645,-79.2846314,Dorset Park,3,0
568800,2,1300,1,Condo Townhouse,43.8002599,-79.3206619,L'Amoreaux,3,1
745000,2,850,1,Condo Apt,43.6977018,-79.3871943,Mount Pleasant West,2,0
800000,2,,4,Detached,43.6954163,-79.4539031,Briar Hill-Belgravia,2,2
780000,1,750,2,Condo Apt,43.6471668,-79.3712212,Waterfront Communities-The Island,2,0
545000,2,950,1,Condo Apt,43.7172316,-79.4421714,Englemount-Lawrence,2,0
689000,1,750,1,Condo Apt,43.6404402,-79.3918535,Waterfront Communities-The Island,1,1
770000,2,,4,Detached,43.7279595,-79.4949613,Downsview-Roding-CFB,3,2
412000,2,1100,1,Condo Townhouse,43.8071075,-79.2278275,Malvern,3,0
835000,2,1500,1,Condo Townhouse,43.7612288,-79.4088672,Willowdale East,3,0
2228000,5,2250,3,Detached,43.6613589,-79.4095091,University,5,2
668000,4,1750,1,Att/Row/Twnhouse,43.7291107,-79.5229538,Downsview-Roding-CFB,3,0
960000,2,1500,1,Condo Townhouse,43.6494284,-79.4036359,Kensington-Chinatown,2,0
398000,1,550,1,Condo Apt,43.7302124,-79.3320772,Banbury-Don Mills,1,0
970000,2,,2,Detached,43.7853788,-79.3253653,L'Amoreaux,3,0
2505000,5,4250,6,Detached,43.7559113,-79.4019184,St.Andrew-Windfields,5,1
710000,2,750,1,Condo Apt,43.6596027,-79.3847838,Bay Street Corridor,1,1
715000,2,750,1,Condo Apt,43.6602919,-79.3605766,Regent Park,2,0
1200000,4,3250,4,Detached,43.6693903,-79.571648,Eringate-Centennial-West Deane,4,0
715000,2,,3,Detached,43.7057222,-79.5271322,Weston,3,1
829850,2,850,1,Condo Apt,43.6430813,-79.4055684,Niagara,2,1
875000,2,,3,Semi-Detached,43.7978735,-79.3548196,Hillcrest Village,3,1
1100000,2,1300,0,Semi-Detached,43.6567978,-79.4474133,Dufferin Grove,3,1
1800747,4,1750,1,Semi-Detached,43.6598209,-79.4154076,Palmerston-Little Italy,2,1
395000,1,950,1,Condo Apt,43.7113353,-79.3248947,Flemingdon Park,2,0
860000,4,,4,Detached,43.8119931,-79.2878136,Agincourt North,3,1
945000,3,,1,Detached,43.6881916,-79.3101783,Woodbine-Lumsden,3,1
741000,2,,2,Detached,43.77528,-79.2124447,Morningside,3,2
1237500,4,,1,Detached,43.6913319,-79.3133486,Woodbine-Lumsden,3,0
596000,2,850,1,Condo Apt,43.7120257,-79.3769136,Leaside-Bennington,2,0
930000,1,,0,Semi-Detached,43.6888019,-79.3155561,Danforth,3,0
614000,2,650,0,Condo Apt,43.6496963,-79.3982022,Kensington-Chinatown,1,1
438000,1,250,1,Condo Apt,43.7740707,-79.3293238,Henry Farm,1,0
414000,1,650,1,Condo Apt,43.7816707,-79.2472126,Woburn,2,0
598000,1,650,1,Condo Apt,43.6786209,-79.2987178,The Beaches,1,1
1650000,5,,2,Detached,43.680294,-79.3431832,Danforth,4,0
1080000,2,850,1,Condo Apt,43.6441737,-79.3894209,Waterfront Communities-The Island,3,0
1080000,2,850,1,Condo Apt,43.6441737,-79.3894209,Waterfront Communities-The Island,3,0
2188000,4,2750,4,Detached,43.7492047,-79.3727521,Banbury-Don Mills,4,0
2030000,4,,3,Detached,43.7504348,-79.3703131,Banbury-Don Mills,4,1
1165000,2,950,2,Condo Apt,43.6675451,-79.3040847,The Beaches,2,0
2225000,4,2250,1,Detached,43.6490895,-79.4748675,High Park-Swansea,4,1
1087000,2,,1,Detached,43.7784494,-79.4337529,Newtonbrook West,3,0
2999000,6,2750,2,Detached,43.7144066,-79.3709088,Leaside-Bennington,4,1
902000,2,1300,1,Semi-Detached,43.6634358,-79.3246118,Greenwood-Coxwell,2,1
471500,1,650,1,Condo Apt,43.765811,-79.3837757,Bayview Village,1,0
999900,2,,2,Detached,43.6854467,-79.2820012,Birchcliffe-Cliffside,3,0
1450000,3,2250,1,Semi-Detached,43.6604662,-79.369402,Moss Park,3,1
620000,2,,1,Detached,43.6924132,-79.2777297,Oakridge,2,1
850000,3,,2,Detached,43.7558873,-79.5030998,York University Heights,3,3
732500,1,750,1,Condo Apt,43.6387634,-79.41931,Niagara,1,1
765000,1,1100,1,Condo Apt,43.6397558,-79.3772708,Waterfront Communities-The Island,1,1
448000,1,550,1,Condo Apt,43.626966,-79.4784876,Mimico (includes Humber Bay Shores),1,0
2305000,7,,2,Detached,43.7876746,-79.428785,Newtonbrook West,4,2
3037777,7,4250,4,Detached,43.7658077,-79.4338122,Willowdale West,4,2
580000,2,550,1,Condo Apt,43.6374534,-79.4183866,Niagara,1,0
1550000,4,,4,Detached,43.7705015,-79.3740322,Bayview Village,4,0
535000,1,650,1,Condo Apt,43.7739223,-79.345726,Henry Farm,1,1
840000,2,,2,Detached,43.77244,-79.5264673,Black Creek,3,0
1080000,2,1100,1,Condo Apt,43.6694507,-79.3874705,Bay Street Corridor,2,0
530000,2,1500,1,Condo Apt,43.7779819,-79.4527648,Westminster-Branson,2,1
590000,2,1100,1,Condo Apt,43.715099,-79.4797923,Maple Leaf,2,0
473000,1,750,1,Condo Apt,43.6402846,-79.5598172,Islington-City Centre West,1,1
1225000,1,,2,Detached,43.7606693,-79.4196099,Lansing-Westgate,3,0
625000,1,650,0,Condo Apt,43.6600074,-79.4287781,Palmerston-Little Italy,1,0
825000,2,1300,2,Condo Apt,43.7755273,-79.4149129,Willowdale West,3,1
650000,1,650,1,Condo Apt,43.6397444,-79.3837757,Waterfront Communities-The Island,1,0
1600000,2,,2,Detached,43.7898911,-79.4187922,Newtonbrook West,6,0
941000,2,,4,Detached,43.7389544,-79.2949782,Wexford/Maryvale,3,2
5700000,6,,4,Detached,43.6945673,-79.4161361,Forest Hill South,5,1
653000,2,1100,1,Condo Apt,43.7808526,-79.4129342,Newtonbrook East,2,0
1615000,3,,1,Detached,43.7284505,-79.409711,Lawrence Park North,3,0
549000,1,550,0,Condo Apt,43.6460991,-79.3651362,Waterfront Communities-The Island,1,0
670000,1,650,1,Condo Apt,43.6384523,-79.4128024,Niagara,1,1
743000,1,650,1,Condo Apt,43.6416066,-79.3719866,Waterfront Communities-The Island,1,1
820000,2,750,1,Condo Apt,43.6540854,-79.3541717,Waterfront Communities-The Island,2,0
990000,2,,0,Semi-Detached,43.6790273,-79.3311877,Greenwood-Coxwell,3,1
631000,2,950,1,Condo Apt,43.7649795,-79.3835267,Bayview Village,2,0
512000,2,850,1,Condo Apt,43.6449402,-79.5318472,Islington-City Centre West,1,1
875000,3,,4,Detached,43.8014696,-79.1538611,Rouge,4,0
560000,1,550,0,Condo Apt,43.6489001,-79.392205,Waterfront Communities-The Island,1,0
632500,1,,1,Detached,43.6921514,-79.4607604,Caledonia-Fairbank,2,0
1049000,2,,4,Detached,43.7906148,-79.3830939,Bayview Woods-Steeles,3,1
1450000,2,1300,1,Condo Apt,43.6810704,-79.3897551,Rosedale-Moore Park,2,1
915000,2,,3,Detached,43.7286416,-79.4636705,Downsview-Roding-CFB,3,2
429000,1,550,1,Condo Apt,43.6211337,-79.5212115,Islington-City Centre West,1,0
378000,2,1100,1,Condo Apt,43.7448208,-79.2145878,Scarborough Village,2,0
419000,2,1100,1,Condo Apt,43.7185565,-79.3262896,Flemingdon Park,3,1
745000,2,1100,1,Condo Apt,43.6655168,-79.3870963,Bay Street Corridor,2,0
520000,1,250,1,Condo Apt,43.6623091,-79.3413875,South Riverdale,1,0
450000,1,750,1,Condo Apt,43.6187946,-79.4862218,Mimico (includes Humber Bay Shores),1,0
701000,3,,3,Semi-Detached,43.7441733,-79.5917613,Mount Olive-Silverstone-Jamestown,4,2
1800000,5,3250,4,Detached,43.7701051,-79.4402591,Willowdale West,4,0
1000000,2,,2,Detached,43.7918639,-79.3850313,Bayview Woods-Steeles,3,1
830000,2,,1,Detached,43.5971585,-79.5212924,New Toronto,2,1
483100,1,650,1,Condo Apt,43.7743123,-79.3590857,Don Valley Village,1,0
298000,1,750,0,Co-Op Apt,43.6848484,-79.5239507,Humber Heights-Westmount,1,0
330000,2,1100,1,Condo Apt,43.8113652,-79.2260385,Malvern,2,0
520000,1,550,1,Condo Apt,43.6256776,-79.4787686,Mimico (includes Humber Bay Shores),1,0
629000,1,750,1,Condo Apt,43.6364097,-79.4020034,Niagara,1,1
608000,4,1500,2,Condo Townhouse,43.8120926,-79.279293,Agincourt North,3,2
484000,1,650,1,Condo Apt,43.7691872,-79.4120576,Willowdale East,1,0
598500,2,950,1,Comm Element Condo,43.6246597,-79.4881868,Mimico (includes Humber Bay Shores),2,0
1400000,2,,1,Semi-Detached,43.7109889,-79.3669384,Leaside-Bennington,3,0
1500000,4,,2,Plex,43.6405483,-79.4346218,South Parkdale,3,2
1728000,3,,1,Detached,43.7289756,-79.3952438,Lawrence Park North,4,0
455000,1,650,0,Condo Apt,43.7227112,-79.4320891,Englemount-Lawrence,1,1
755000,2,,2,Detached,43.7886011,-79.2199799,Morningside,3,0
531000,1,750,1,Condo Apt,43.7751232,-79.3454556,Henry Farm,1,1
940000,4,,4,Detached,43.7808315,-79.2921236,Tam O'Shanter-Sullivan,4,0
960000,2,,2,Semi-Detached,43.7179902,-79.3698895,Leaside-Bennington,2,0
575000,2,1500,2,Condo Townhouse,43.8105332,-79.2786718,Agincourt North,3,2
570000,1,650,0,Condo Apt,43.6432914,-79.4047263,Niagara,1,1
710000,3,,2,Att/Row/Twnhouse,43.7781531,-79.1362877,Centennial Scarborough,4,0
1285000,3,,0,Semi-Detached,43.6837795,-79.3491189,Playter Estates-Danforth,4,1
1730000,5,,4,Detached,43.6363009,-79.5685082,Markland Wood,4,0
1315007,2,1300,1,Detached,43.6438513,-79.4781884,High Park-Swansea,3,1
1425000,2,1300,1,Detached,43.7255083,-79.4128069,Lawrence Park North,3,1
380000,2,1300,1,Condo Apt,43.7582614,-79.5884807,Mount Olive-Silverstone-Jamestown,2,1
370000,1,250,0,Condo Apt,43.6488576,-79.3781453,Bay Street Corridor,0,0
1583500,5,,1,Detached,43.6988021,-79.4464023,Briar Hill-Belgravia,4,0
676000,3,,4,Att/Row/Twnhouse,43.801128,-79.2928771,L'Amoreaux,4,1
415000,1,850,1,Condo Apt,43.7901406,-79.3573361,Don Valley Village,2,0
368000,1,950,1,Condo Apt,43.7645868,-79.4919359,York University Heights,2,0
550000,1,550,1,Condo Apt,43.6413708,-79.4106916,Niagara,1,0
637500,2,850,1,Condo Apt,43.6651058,-79.3769009,Cabbagetown-South St. James Town,2,0
2377545,6,4250,4,Detached,43.7352331,-79.4321756,Bedford Park-Nortown,5,2
545000,1,650,1,Condo Apt,43.6415328,-79.4240715,Little Portugal,2,0
770000,2,,5,Semi-Detached,43.7535358,-79.4944893,York University Heights,4,0
1057000,3,,1,Att/Row/Twnhouse,43.6480281,-79.364563,Waterfront Communities-The Island,3,1
875000,2,1300,1,Att/Row/Twnhouse,43.6578967,-79.3680493,Moss Park,3,0
661500,2,850,1,Condo Townhouse,43.6702748,-79.4495842,Dovercourt-Wallace Emerson-Junction,2,0
825000,2,950,1,Condo Apt,43.7055062,-79.3978352,Mount Pleasant West,2,0
425000,2,1500,2,Condo Apt,43.7951762,-79.3246269,L'Amoreaux,2,1
570000,1,,2,Detached,43.7325612,-79.2548719,Kennedy Park,2,1
467500,1,550,0,Condo Apt,43.643157,-79.4038137,Niagara,0,0
790000,2,,2,Semi-Detached,43.7929787,-79.3657175,Hillcrest Village,3,1
765000,2,,2,Semi-Detached,43.7472638,-79.5071587,Glenfield-Jane Heights,3,1
522000,2,650,1,Condo Apt,43.7674386,-79.4106934,Willowdale East,1,0
440000,2,750,1,Condo Apt,43.7317441,-79.5772925,West Humber-Clairville,2,1
660000,1,750,1,Condo Apt,43.7055062,-79.3978352,Mount Pleasant West,1,1
708000,2,1700,1,Condo Townhouse,43.6902397,-79.2684176,Birchcliffe-Cliffside,3,0
527000,1,250,0,Condo Apt,43.6495314,-79.3872734,Waterfront Communities-The Island,1,0
595000,3,,1,Att/Row/Twnhouse,43.7462984,-79.2086549,Guildwood,3,1
1210000,3,2750,2,Detached,43.7882398,-79.3134323,L'Amoreaux,5,0
580000,1,650,1,Condo Apt,43.6429445,-79.3922162,Waterfront Communities-The Island,1,1
1125000,2,,6,Detached,43.7103945,-79.4763868,Maple Leaf,3,1
349000,1,1100,1,Condo Apt,43.6958184,-79.5563257,Kingsview Village-The Westway,3,0
330000,2,1100,1,Condo Apt,43.8113652,-79.2260385,Malvern,2,0
550000,1,650,1,Condo Apt,43.660052,-79.5162182,Edenbridge-Humber Valley,1,1
535000,2,1100,1,Condo Apt,43.7926689,-79.4439355,Newtonbrook West,2,0
605000,2,1700,2,Condo Apt,43.8007222,-79.3165935,L'Amoreaux,2,1
400000,2,750,1,Condo Apt,43.7203841,-79.6032718,West Humber-Clairville,1,1
645000,1,550,0,Condo Apt,43.6618009,-79.3842401,Bay Street Corridor,1,1
795000,3,,4,Detached,43.758968,-79.575423,Humber Summit,3,0
2250000,5,3250,2,Detached,43.7569609,-79.4167179,Lansing-Westgate,4,1
945000,2,1300,2,Detached,43.6338962,-79.5659852,Markland Wood,3,0
405000,1,650,0,Condo Apt,43.6946819,-79.2734144,Oakridge,1,1
613500,1,1100,1,Condo Apt,43.640204,-79.3787714,Waterfront Communities-The Island,1,0
391000,1,550,1,Condo Apt,43.7733444,-79.2561489,Bendale,1,0
1453000,4,,4,Detached,43.7931781,-79.3836218,Bayview Woods-Steeles,5,1
588000,1,550,0,Condo Apt,43.660846,-79.3787556,Church-Yonge Corridor,1,0
2100000,4,2250,2,Detached,43.7316525,-79.4002982,Lawrence Park North,4,1
830000,2,850,1,Condo Apt,43.6413078,-79.4000933,Waterfront Communities-The Island,2,1
586000,2,950,1,Condo Apt,43.7800227,-79.4127583,Willowdale East,2,1
1010000,4,1300,2,Detached,43.6945089,-79.4393799,Oakwood Village,3,1
830000,3,1750,1,Semi-Detached,43.6894357,-79.5038524,Mount Dennis,3,0
965000,2,750,1,Condo Apt,43.6721944,-79.387865,Annex,2,0
583000,2,1300,1,Condo Townhouse,43.7768854,-79.3512729,Don Valley Village,3,0
645000,1,650,1,Condo Apt,43.6394055,-79.3932324,Waterfront Communities-The Island,1,1
1240000,2,,4,Detached,43.6324433,-79.5127609,Stonegate-Queensway,3,1
410000,2,1100,1,Condo Apt,43.6981445,-79.5137737,Weston,2,1
2080000,5,,2,Detached,43.7205529,-79.4210114,Bedford Park-Nortown,4,1
1700018,4,1750,2,Detached,43.6996232,-79.427082,Humewood-Cedarvale,3,1
1560000,4,2750,2,Semi-Detached,43.7131242,-79.38551,Bridle Path-Sunnybrook-York Mills,3,0
425000,2,950,2,Condo Townhouse,43.8071075,-79.2278275,Malvern,3,0
782500,2,,2,Detached,43.7808821,-79.1437629,Centennial Scarborough,3,1
297800,1,750,1,Condo Apt,43.6964446,-79.2941767,Taylor-Massey,1,0
760000,1,650,1,Condo Apt,43.6455046,-79.3924571,Waterfront Communities-The Island,1,1
645000,2,1100,1,Condo Apt,43.7537698,-79.4462425,Clanton Park,2,0
2553000,7,,5,Detached,43.7742413,-79.3933712,Willowdale East,5,1
1499900,3,,4,Detached,43.6822981,-79.2938419,East End-Danforth,3,0
333000,1,850,1,Condo Apt,43.7332364,-79.2224254,Scarborough Village,2,0
981800,1,,4,Detached,43.695299,-79.5314577,Humber Heights-Westmount,3,1
565000,1,900,1,Detached,43.6824928,-79.445226,Corso Italia-Davenport,2,0
805000,3,2250,2,Detached,43.7954454,-79.1779187,Highland Creek,4,0
748000,1,750,1,Condo Apt,43.6430813,-79.4055684,Niagara,2,0
729900,2,850,1,Condo Apt,43.6557182,-79.4564877,High Park North,2,0
800000,3,1750,4,Detached,43.7782254,-79.1369854,Centennial Scarborough,3,0
760000,3,,3,Detached,43.7036054,-79.5070534,Weston,3,1
484000,1,550,0,Condo Apt,43.6344756,-79.4015886,Niagara,1,0
561000,1,900,2,Detached,43.7234392,-79.2570855,Kennedy Park,3,0
635000,2,1100,1,Condo Townhouse,43.6569094,-79.4454219,Dufferin Grove,2,0
1023000,2,,4,Detached,43.7845807,-79.3138795,Tam O'Shanter-Sullivan,4,0
515000,2,1100,1,Condo Apt,43.7808971,-79.2498304,Woburn,2,1
350000,1,950,2,Condo Apt,43.7713344,-79.2869978,Dorset Park,2,0
628000,1,650,0,Condo Apt,43.6441737,-79.3894209,Waterfront Communities-The Island,1,0
905000,1,650,1,Condo Apt,43.6669805,-79.3888889,Bay Street Corridor,1,1
421000,1,850,1,Condo Apt,43.7918356,-79.2374037,Malvern,2,0
472500,1,550,1,Condo Apt,43.6429234,-79.5267248,Islington-City Centre West,1,0
580000,1,550,1,Condo Apt,43.6385113,-79.4000682,Waterfront Communities-The Island,1,1
1360000,4,3250,6,Detached,43.7270074,-79.4778369,Downsview-Roding-CFB,4,0
1650000,2,2124,1,Condo Apt,43.6628581,-79.3762719,Cabbagetown-South St. James Town,2,0
625000,1,,4,Detached,43.7329976,-79.2703599,Ionview,3,1
468000,1,250,0,Condo Apt,43.6655881,-79.383028,Church-Yonge Corridor,0,0
1630000,3,,6,Detached,43.7442262,-79.4303508,Lansing-Westgate,3,1
805000,2,750,0,Condo Apt,43.6702677,-79.394344,Annex,2,0
1275000,4,,1,Semi-Detached,43.6800474,-79.43816,Oakwood Village,4,2
1425000,3,,2,Semi-Detached,43.6697612,-79.3071752,The Beaches,3,1
515000,1,650,1,Condo Apt,43.7784859,-79.4133299,Willowdale East,1,1
1237000,3,,4,Detached,43.7656601,-79.4541054,Bathurst Manor,3,0
690000,2,850,1,Condo Apt,43.6387639,-79.4162418,Niagara,1,1
752000,2,1100,1,Condo Apt,43.6430945,-79.4037497,Niagara,2,0
506000,1,650,1,Condo Apt,43.6360574,-79.470781,High Park-Swansea,1,1
1059000,3,2374,1,Condo Apt,43.6982421,-79.5479308,Kingsview Village-The Westway,3,0
870000,2,1500,2,Condo Apt,43.7734071,-79.4128023,Willowdale East,3,1
1575000,2,,2,Detached,43.7086803,-79.322271,O'Connor-Parkview,4,0
1130000,4,2250,2,Att/Row/Twnhouse,43.7834493,-79.3987218,Willowdale East,3,0
1150000,2,,4,Detached,43.7166862,-79.4385007,Englemount-Lawrence,2,2
705000,4,1750,2,Semi-Detached,43.763926,-79.5662596,Humber Summit,3,1
525000,3,1300,1,Condo Townhouse,43.7637791,-79.520739,Black Creek,3,2
1250000,4,2250,1,Detached,43.694006,-79.4626453,Briar Hill-Belgravia,3,0
1950000,5,3250,4,Detached,43.664659,-79.554878,Princess-Rosethorn,4,1
432700,1,650,1,Condo Apt,43.773249,-79.2552731,Bendale,1,1
685000,2,1100,1,Condo Townhouse,43.6369251,-79.4690573,High Park-Swansea,3,0
1115000,2,1750,1,Att/Row/Twnhouse,43.6528151,-79.4104527,Trinity-Bellwoods,3,0
645000,3,,1,Att/Row/Twnhouse,43.72878,-79.5222386,Downsview-Roding-CFB,3,0
650000,2,1100,1,Condo Apt,43.777401,-79.4155725,Willowdale West,1,1
585000,1,650,0,Condo Apt,43.6413624,-79.414053,Niagara,1,1
1699000,5,,4,Detached,43.7320703,-79.4301699,Bedford Park-Nortown,3,2
890000,2,1100,1,Condo Apt,43.6966222,-79.393081,Mount Pleasant West,2,0
418000,2,1300,1,Condo Apt,43.824079,-79.2737753,Milliken,2,1
2208000,5,,2,Detached,43.7218335,-79.426191,Bedford Park-Nortown,4,1
682000,3,,2,Att/Row/Twnhouse,43.8011657,-79.3158651,L'Amoreaux,3,1
690000,2,1300,3,Detached,43.7283793,-79.2490135,Kennedy Park,3,2
1250000,2,1100,1,Condo Apt,43.6960167,-79.3956848,Mount Pleasant West,2,1
644000,1,650,0,Condo Apt,43.7006134,-79.3978114,Yonge-Eglinton,1,1
948000,3,2250,2,Detached,43.8147356,-79.3172663,Steeles,4,0
3000000,4,,2,Detached,43.7217298,-79.4064988,Lawrence Park South,4,2
1325000,2,1300,2,Detached,43.7070388,-79.3251369,O'Connor-Parkview,3,1
705000,2,,1,Semi-Detached,43.6899285,-79.4943821,Mount Dennis,3,0
970000,2,,0,Semi-Detached,43.6546598,-79.4145432,Trinity-Bellwoods,5,0
1361000,2,900,2,Detached,43.6445411,-79.5193905,Stonegate-Queensway,2,2
1357000,3,,1,Detached,43.726658,-79.4119338,Lawrence Park North,3,0
348500,1,950,1,Condo Apt,43.7495758,-79.266742,Dorset Park,2,0
781100,2,,4,Detached,43.7209848,-79.2627561,Kennedy Park,3,2
903728,2,1300,4,Detached,43.746337,-79.3148893,Parkwoods-Donalda,4,0
952500,2,,0,Semi-Detached,43.6720059,-79.4422213,Dovercourt-Wallace Emerson-Junction,3,0
1850000,4,,1,Detached,43.65662,-79.4913823,Lambton Baby Point,3,1
999999,2,,4,Detached,43.7565875,-79.4547648,Bathurst Manor,3,2
1450000,5,4250,4,Detached,43.7240675,-79.2419872,Cliffcrest,5,3
828800,2,850,1,Condo Apt,43.7089554,-79.3960994,Mount Pleasant West,2,0
955000,2,,1,Semi-Detached,43.6842261,-79.3133411,Woodbine Corridor,3,1
902000,2,,1,Detached,43.6925424,-79.3089025,Woodbine-Lumsden,2,2
2450000,3,,5,Detached,43.6890414,-79.4228495,Humewood-Cedarvale,3,1
830000,2,,1,Detached,43.6929334,-79.31413,Woodbine-Lumsden,1,1
470000,2,750,1,Condo Apt,43.778949,-79.2813187,Agincourt South-Malvern West,2,0
740000,3,2250,4,Detached,43.704906,-79.2608296,Birchcliffe-Cliffside,4,0
700000,2,750,1,Condo Apt,43.6419033,-79.4134683,Niagara,2,0
548000,1,550,1,Condo Apt,43.7640292,-79.4070417,Willowdale East,1,0
1107000,3,,1,Semi-Detached,43.6641116,-79.3293671,South Riverdale,3,0
2700000,4,,2,Detached,43.7191594,-79.3637657,Leaside-Bennington,4,1
600000,1,650,1,Condo Apt,43.6399209,-79.3933551,Waterfront Communities-The Island,1,1
1098000,3,1300,1,Att/Row/Twnhouse,43.6573413,-79.4408131,Dufferin Grove,3,1
1639000,5,,4,Detached,43.7376796,-79.4500616,Clanton Park,4,1
1125000,2,,1,Semi-Detached,43.6844153,-79.3379605,Danforth East York,3,0
852500,2,,2,Semi-Detached,43.6846956,-79.3401419,Danforth East York,3,0
479000,1,650,1,Condo Apt,43.6826838,-79.5110857,Edenbridge-Humber Valley,1,1
600000,1,750,1,Condo Apt,43.7655809,-79.4125865,Lansing-Westgate,2,0
610000,1,650,1,Condo Apt,43.6407261,-79.3955671,Waterfront Communities-The Island,1,1
2093000,7,4250,4,Detached,43.6509182,-79.5516913,Islington-City Centre West,5,1
630000,2,1100,1,Condo Apt,43.7660565,-79.3917989,Willowdale East,2,0
975888,2,850,1,Condo Apt,43.6472259,-79.3911003,Waterfront Communities-The Island,2,0
490000,1,650,1,Condo Apt,43.6345965,-79.5410676,Islington-City Centre West,1,1
931500,2,1300,3,Detached,43.6919608,-79.5413305,Kingsview Village-The Westway,3,3
675000,2,1100,1,Condo Apt,43.765811,-79.3837757,Bayview Village,2,0
2270000,5,4250,4,Detached,43.7582252,-79.4273925,Lansing-Westgate,4,0
880000,4,2250,1,Semi-Detached,43.7649268,-79.2898455,Dorset Park,3,1
980000,2,1100,1,Condo Apt,43.6468092,-79.3901821,Waterfront Communities-The Island,2,0
